source,target
1741429,11294262
1741429,8908602
1741429,7700282
1741429,19964997
1741429,14380872
1741429,19266390
1741429,21957723
1741429,255854
1741429,18529135
1741429,6190702
1741429,18517376
1741429,1187715
1741429,1492619
1741429,6335372
1741429,1776274
1741429,19266450
1741429,13288852
1741429,18801828
1741429,3376042
1741429,4705492
1741429,18616278
1741429,1498076
1741429,20807142
1741429,22736876
1741429,526316
1741429,24693747
1741429,15297782
1292918,339011
1292918,18549379
1292918,1776274
1292918,1349592
1292918,18573279
1292918,22197221
1292918,18314669
18549379,18562307
18549379,24803205
18549379,541319
18549379,11375762
18549379,19713173
18549379,18855476
18549379,18955830
18549379,9376702
18549379,339011
18549379,6190702
541319,1728035
541319,19528743
541319,6641192
541319,18955830
541319,11294262
541319,1457232
541319,15552112
541319,929402
541319,19708553
541319,18795154
541319,17487002
541319,19852452
541319,18801828
541319,7836842
541319,1324203
541319,16062152
541319,19680459
541319,4705492
541319,15297782
541319,2496252
541319,18562307
541319,19728145
541319,19416348
541319,18425641
541319,7700282
541319,1078077
541319,19266390
541319,18529135
541319,1763190
541319,1187715
541319,24803205
541319,21837219
541319,3376042
541319,18314669
541319,711599
541319,18476981
541319,18573279
541319,204767
541319,22736876
541319,19654655
19708553,19728145
19708553,20186791
19708553,18314669
19708553,1697586
19708553,18955830
19708553,19680459
19708553,4705492
19708553,1349592
19708553,18573279
19708553,19680612
6230672,1187715
6230672,1492619
6230672,19728145
6230672,19262745
6230672,19416348
6230672,18801828
6230672,339011
6230672,20384452
6230672,19266390
6230672,1642477
6230672,14566132
6230672,18571126
1776274,535553
1776274,19194894
1776274,1396244
1776274,21533726
1776274,1728035
1776274,19528743
1776274,11294262
1776274,18955830
1776274,22023226
1776274,339011
1776274,19964997
1776274,1457232
1776274,21957723
1776274,16477792
1776274,18837102
1776274,15552112
1776274,7130232
1776274,19033734
1776274,1492619
1776274,25076888
1776274,18494105
1776274,252576
1776274,18801828
1776274,7836842
1776274,1324203
1776274,19828398
1776274,6707902
1776274,1405630
1776274,21989057
1776274,10178242
1776274,16062152
1776274,14649032
1776274,2542802
1776274,4705492
1776274,15297782
1776274,18556157
1776274,18562307
1776274,19728145
1776274,1787157
1776274,19416348
1776274,16954142
1776274,18425641
1776274,19997487
1776274,18471729
1776274,7700282
1776274,8908602
1776274,18996036
1776274,7151442
1776274,19266390
1776274,22021463
1776274,5618532
1776274,20822884
1776274,11625832
1776274,18529135
1776274,3173762
1776274,1187715
1776274,16487812
1776274,6335372
1776274,19266450
1776274,11862932
1776274,1743773
1776274,10016162
1776274,21837219
1776274,23594916
1776274,3376042
1776274,20583850
1776274,23723436
1776274,18314669
1776274,711599
1776274,18589616
1776274,17467312
1776274,18314164
1776274,18476981
1776274,9376702
1776274,16067522
1776274,22985677
1776274,18616278
1776274,1349592
1776274,1576921
1776274,1498076
1776274,17872862
1776274,204767
1776274,18573279
1776274,22197221
1776274,22736876
1776274,10016242
1776274,18232817
1776274,18414590
1776274,19654655
18795154,4705492
18795154,19262745
18795154,15552112
18795154,18468466
18795154,24568502
18795154,929402
18795154,18592827
18795154,2496252
15770262,21715712
15770262,1187715
15770262,19728145
15770262,6190702
15770262,929402
19847832,18562307
19847832,19728145
19847832,6641192
19847832,18955830
19847832,1457232
19847832,25857366
19847832,1371991
19847832,19934054
19847832,6190702
19847832,1763190
19847832,1187715
19847832,19713173
19847832,21390741
19847832,252576
19847832,18549438
19847832,24431556
19847832,4705492
19847832,1576921
19847832,1498076
19847832,22197221
19847832,1642477
19847832,19828207
19847832,24693747
18494105,535553
18494105,19194894
18494105,21533726
18494105,1728035
18494105,6641192
18494105,22817838
18494105,18855476
18494105,11294262
18494105,18955830
18494105,22023226
18494105,339011
18494105,1457232
18494105,16477792
18494105,18837102
18494105,20440175
18494105,15552112
18494105,6190702
18494105,7130232
18494105,24906881
18494105,23398017
18494105,19033734
18494105,7138452
18494105,19713173
18494105,252576
18494105,20493986
18494105,18801828
18494105,20186791
18494105,7836842
18494105,1324203
18494105,19828398
18494105,16447162
18494105,6707902
18494105,21989057
18494105,10178242
18494105,16062152
18494105,14546632
18494105,14649032
18494105,18361585
18494105,2237681
18494105,15297782
18494105,18556157
18494105,12588802
18494105,19728145
18494105,19416348
18494105,16954142
18494105,19997487
18494105,1697586
18494105,1360698
18494105,8908602
18494105,1078077
18494105,7700282
18494105,18996036
18494105,14380872
18494105,7151442
18494105,19266390
18494105,22021463
18494105,18779992
18494105,5618532
18494105,11625832
18494105,18529135
18494105,3173762
18494105,1187715
18494105,16487812
18494105,19822479
18494105,11862932
18494105,21837219
18494105,10016162
18494105,3376042
18494105,711599
18494105,18589616
18494105,17467312
18494105,18314164
18494105,18476981
18494105,9376702
18494105,18180033
18494105,16067522
18494105,6284242
18494105,18616278
18494105,18882523
18494105,204767
18494105,18573279
18494105,22197221
18494105,20807142
18494105,10016242
18494105,19654655
26040985,18562307
26040985,19934054
2486942,1780720
2486942,10032122
2486942,18974119
252576,9307682
252576,1728035
252576,19528743
252576,20583464
252576,6641192
252576,18955830
252576,22023226
252576,339011
252576,19964997
252576,16477792
252576,20440175
252576,7130232
252576,1492619
252576,20186791
252576,1324203
252576,21989057
252576,10178242
252576,2542802
252576,4705492
252576,18562307
252576,18495240
252576,19728145
252576,19416348
252576,16954142
252576,25521445
252576,18425641
252576,7700282
252576,7151442
252576,19266390
252576,1371991
252576,22021463
252576,22130047
252576,1187715
252576,6335372
252576,10016162
252576,20583850
252576,20336043
252576,18589616
252576,18816443
252576,16067522
252576,18616278
252576,204767
252576,22736876
252576,1642477
252576,19828207
252576,10016242
252576,24693747
252576,5327862
11131552,710272
11131552,18517376
11131552,1187715
11131552,18495240
11131552,19728145
11131552,788001
11131552,18955830
11131552,339011
11131552,19049542
11131552,1371991
11131552,1349592
11131552,23515107
11131552,25397992
11131552,526316
11131552,1473660
24568502,15552112
24568502,18592827
5882552,1187715
5882552,14775182
5882552,19266390
5882552,1473660
6707902,535553
6707902,19194894
6707902,21533726
6707902,1728035
6707902,22817838
6707902,18855476
6707902,11294262
6707902,339011
6707902,16477792
6707902,18837102
6707902,6190702
6707902,7130232
6707902,929402
6707902,23398017
6707902,1240194
6707902,24906881
6707902,7138452
6707902,19713173
6707902,20493986
6707902,7836842
6707902,16447162
6707902,1578685
6707902,1405630
6707902,10178242
6707902,14546632
6707902,16062152
6707902,14649032
6707902,4705492
6707902,18361585
6707902,2237681
6707902,15297782
6707902,19728145
6707902,18425641
6707902,19997487
6707902,1360698
6707902,17894222
6707902,23353167
6707902,7151442
6707902,19266390
6707902,18779992
6707902,5618532
6707902,11625832
6707902,18529135
6707902,3173762
6707902,16487812
6707902,21755271
6707902,6335372
6707902,11862932
6707902,10016162
6707902,21837219
6707902,23594916
6707902,17467312
6707902,18589616
6707902,18314164
6707902,9376702
6707902,6284242
6707902,18616278
6707902,18882523
6707902,17872862
6707902,22197221
6707902,10016242
6707902,18414590
6707902,19654655
1405630,24906881
1405630,2305281
1405630,16487812
1405630,21755271
1405630,6284242
1405630,1576921
1405630,20822884
1405630,11625832
1405630,1578685
18549438,18562307
18549438,1187715
18549438,18672773
18549438,16487812
18549438,14396812
18549438,19728145
18549438,19713173
18549438,19262745
18549438,20041384
18549438,18425641
18549438,18955830
18549438,8908602
18549438,217795
18549438,16477792
18549438,20348898
18549438,11625832
217795,18562307
217795,24803205
217795,18425641
217795,18589616
20384452,1187715
20384452,19728145
20384452,19713173
20384452,20421535
20384452,22730657
20384452,20186791
20384452,18955830
20384452,339011
20384452,19049542
20384452,1371991
20384452,1349592
20384452,1576921
20384452,20129636
20384452,22197221
20384452,19934054
20384452,18361585
20384452,18414590
18629337,19713173
18629337,1078077
25397992,710272
25397992,18517376
25397992,1187715
25397992,18923420
25397992,24850344
25397992,1324203
25397992,18589616
25397992,18955830
25397992,18660552
25397992,1371991
25397992,23515107
25397992,1763190
21277425,6284242
21277425,19064659
21277425,1581956
14566132,1187715
14566132,19728145
14566132,6284242
14566132,19713173
14566132,1371991
14566132,19262745
14566132,526316
14566132,1642477
22608632,7836842
21715712,18562307
21715712,22422793
21715712,1492619
21715712,19728145
21715712,19713173
21715712,18414491
21715712,23499806
21715712,18471729
21715712,18955830
21715712,8908602
21715712,19964997
21715712,19266390
21715712,1498076
21715712,6190702
21715712,18529135
21715712,18414590
23456513,25117452
23456513,19728145
23456513,19713173
23456513,19266390
23456513,6190702
23456513,18361585
23456513,18955830
25117452,2556962
25117452,24446290
25117452,1349592
25903892,23674770
25856788,1187715
25856788,18955830
16954142,19194894
16954142,1728035
16954142,19528743
16954142,11294262
16954142,22023226
16954142,19964997
16954142,21957723
16954142,19033734
16954142,1492619
16954142,19713173
16954142,26090658
16954142,18801828
16954142,21989057
16954142,4705492
16954142,18556157
16954142,18562307
16954142,19416348
16954142,25150760
16954142,18425641
16954142,19997487
16954142,7700282
16954142,8908602
16954142,18996036
16954142,14380872
16954142,19266390
16954142,22021463
16954142,25996638
16954142,18529135
16954142,21245809
16954142,16487812
16954142,19822479
16954142,20368282
16954142,18414491
16954142,3376042
16954142,20583850
16954142,20336043
16954142,21192621
16954142,16067522
16954142,18616278
16954142,1498076
16954142,22736876
16954142,19828207
16954142,24693747
22643488,710272
22643488,23040833
22643488,1187715
22643488,19728145
22643488,23053409
22643488,20129636
20402980,25471951
20402980,18589616
20402980,47094
20402980,1349592
7193382,710272
19997487,535553
19997487,19194894
19997487,21533726
19997487,2556962
19997487,1728035
19997487,6641192
19997487,22817838
19997487,18855476
19997487,11294262
19997487,18955830
19997487,22023226
19997487,16477792
19997487,18837102
19997487,7130232
19997487,19033734
19997487,19713173
19997487,18801828
19997487,20186791
19997487,7836842
19997487,16447162
19997487,21989057
19997487,10178242
19997487,14546632
19997487,14649032
19997487,18361585
19997487,15297782
19997487,18556157
19997487,19728145
19997487,19416348
19997487,18425641
19997487,7700282
19997487,8908602
19997487,1360698
19997487,18996036
19997487,7151442
19997487,19266390
19997487,22021463
19997487,18779992
19997487,5618532
19997487,11625832
19997487,18529135
19997487,3173762
19997487,16487812
19997487,6335372
19997487,11862932
19997487,21837219
19997487,3376042
19997487,17467312
19997487,18589616
19997487,18314164
19997487,9376702
19997487,16067522
19997487,22985677
19997487,18616278
19997487,18882523
19997487,22736876
19997487,19828207
19997487,10016242
19997487,18256892
20931376,788001
20931376,16487812
20931376,20197351
20931376,16062152
20931376,7836842
18471729,1492619
18471729,19728145
18471729,1787157
18471729,1743773
18471729,1728035
18471729,711599
18471729,18955830
18471729,8908602
18471729,18996036
18471729,4705492
18471729,1498076
18471729,6190702
8805172,18562307
8805172,22197221
8805172,6190702
8805172,18955830
1360698,535553
1360698,19194894
1360698,21533726
1360698,1728035
1360698,22817838
1360698,18855476
1360698,16477792
1360698,18837102
1360698,15552112
1360698,7130232
1360698,929402
1360698,19713173
1360698,7836842
1360698,16447162
1360698,10178242
1360698,14649032
1360698,16062152
1360698,14546632
1360698,4705492
1360698,18361585
1360698,15297782
1360698,18556157
1360698,12588802
1360698,18425641
1360698,18996036
1360698,23353167
1360698,20135762
1360698,7151442
1360698,18779992
1360698,5618532
1360698,11625832
1360698,3173762
1360698,1187715
1360698,16487812
1360698,11862932
1360698,21837219
1360698,23594916
1360698,711599
1360698,18589616
1360698,17467312
1360698,18314164
1360698,9376702
1360698,16067522
1360698,18616278
1360698,17872862
1360698,10016242
1360698,19654655
1078077,18495240
1078077,19728145
1078077,20940321
1078077,18955830
1078077,11294262
1078077,7700282
1078077,339011
1078077,1371991
1078077,6190702
1078077,929402
1078077,1187715
1078077,24803205
1078077,17487002
1078077,3376042
1078077,1324203
1078077,10178242
1078077,6284242
1078077,1349592
1078077,1642477
1078077,18361585
1078077,24693747
1078077,18256892
23040833,710272
23040833,14396812
23040833,19728145
23040833,20129636
18996036,19194894
18996036,1787157
18996036,1728035
18996036,11294262
18996036,22023226
18996036,19266390
18996036,22021463
18996036,18529135
18996036,16487812
18996036,19033734
18996036,1743773
18996036,18801828
18996036,7836842
18996036,3376042
18996036,1324203
18996036,711599
18996036,21989057
18996036,16062152
18996036,4705492
18996036,18616278
18996036,15297782
18996036,18556157
17894222,18314164
19266390,535553
19266390,19194894
19266390,18798102
19266390,1728035
19266390,19528743
19266390,6641192
19266390,18955830
19266390,11294262
19266390,22023226
19266390,339011
19266390,19964997
19266390,21957723
19266390,6190702
19266390,7130232
19266390,19033734
19266390,1492619
19266390,19713173
19266390,26090658
19266390,18801828
19266390,7836842
19266390,1324203
19266390,21989057
19266390,4705492
19266390,18361585
19266390,15297782
19266390,18556157
19266390,18562307
19266390,19728145
19266390,19416348
19266390,25521445
19266390,18425641
19266390,4064562
19266390,7700282
19266390,8908602
19266390,14380872
19266390,22021463
19266390,5618532
19266390,18529135
19266390,21245809
19266390,18571126
19266390,1187715
19266390,16487812
19266390,14775182
19266390,19822479
19266390,23594916
19266390,21338021
19266390,3376042
19266390,20336043
19266390,23723436
19266390,11938732
19266390,20583850
19266390,18589616
19266390,9376702
19266390,16067522
19266390,22985677
19266390,18944977
19266390,18616278
19266390,1498076
19266390,20124638
19266390,204767
19266390,20807142
19266390,22736876
19266390,19828207
19266390,47094
19266390,18256892
19266390,18414590
5618532,535553
5618532,788001
5618532,1728035
5618532,18425641
5618532,22817838
5618532,18855476
5618532,18955830
5618532,7151442
5618532,1371991
5618532,18779992
5618532,16477792
5618532,11625832
5618532,7130232
5618532,3173762
5618532,1187715
5618532,16487812
5618532,11862932
5618532,21837219
5618532,7836842
5618532,18589616
5618532,17467312
5618532,18314164
5618532,9376702
5618532,10178242
5618532,18616278
5618532,17872862
5618532,1642477
5618532,10016242
5618532,15297782
5618532,18414590
20822884,1576921
19934054,18562307
19934054,19728145
19934054,1697586
19934054,18955830
19934054,11294262
19934054,339011
19934054,19049542
19934054,25857366
19934054,1371991
19934054,1187715
19934054,19713173
19934054,17487002
19934054,20186791
19934054,1324203
19934054,1576921
19934054,1498076
19934054,22197221
19934054,20807142
19934054,1642477
19934054,18361585
19934054,24693747
18529135,19194894
18529135,18798102
18529135,788001
18529135,1728035
18529135,6641192
18529135,18955830
18529135,11294262
18529135,22023226
18529135,339011
18529135,19964997
18529135,929402
18529135,710272
18529135,1240194
18529135,19033734
18529135,1492619
18529135,17487002
18529135,26090658
18529135,18801828
18529135,1324203
18529135,21989057
18529135,4705492
18529135,15297782
18529135,18556157
18529135,18562307
18529135,19348756
18529135,19416348
18529135,18425641
18529135,8908602
18529135,22021463
18529135,11625832
18529135,16487812
18529135,3376042
18529135,18616278
18529135,1498076
18529135,17872862
18529135,22736876
1581956,3173762
1581956,339011
1581956,6284242
1581956,19064659
6335372,18562307
6335372,18495240
6335372,19728145
6335372,19528743
6335372,18425641
6335372,18955830
6335372,339011
6335372,16477792
6335372,23053409
6335372,11625832
6335372,18837102
6335372,1763190
6335372,7130232
6335372,16487812
6335372,24803205
6335372,7138452
6335372,13288852
6335372,19713173
6335372,25076888
6335372,17487002
6335372,18923420
6335372,24316830
6335372,1324203
6335372,19828398
6335372,18314164
6335372,9376702
6335372,21989057
6335372,10178242
6335372,2542802
6335372,22197221
6335372,20807142
6335372,526316
6335372,10016242
6335372,15297782
6335372,47094
6335372,19654655
14775182,1187715
25648018,22197221
25648018,20336043
25648018,19713173
25648018,18955830
11862932,535553
11862932,19262745
11862932,21533726
11862932,788001
11862932,18642226
11862932,11294262
11862932,20135762
11862932,7151442
11862932,18779992
11862932,16477792
11862932,11625832
11862932,7130232
11862932,929402
11862932,23398017
11862932,3173762
11862932,16487812
11862932,21837219
11862932,7836842
11862932,17467312
11862932,18589616
11862932,10178242
11862932,14649032
11862932,14546632
11862932,6284242
11862932,2237681
11862932,10016242
11862932,18361585
11862932,15297782
11862932,19654655
20368282,1492619
18414491,19964997
18414491,22422793
18414491,4705492
18414491,23499806
18414491,21192621
18414491,18414590
1743773,1787157
1743773,1728035
1743773,711599
24316830,1642477
24316830,4705492
20421535,22197221
20421535,18955830
20421535,9376702
3376042,18562307
3376042,19194894
3376042,19416348
3376042,1728035
3376042,6641192
3376042,18425641
3376042,11294262
3376042,22023226
3376042,8908602
3376042,19964997
3376042,14380872
3376042,22021463
3376042,16487812
3376042,19033734
3376042,1492619
3376042,26090658
3376042,18801828
3376042,1324203
3376042,23723436
3376042,20583850
3376042,7836842
3376042,18476981
3376042,21989057
3376042,10178242
3376042,16062152
3376042,18944977
3376042,4705492
3376042,18616278
3376042,1498076
3376042,22736876
3376042,18232817
3376042,15297782
3376042,18556157
11938732,710272
11938732,18798102
11938732,788001
11938732,1324203
11938732,4064562
11938732,2496252
711599,16487812
711599,1787157
711599,19416348
711599,1728035
711599,7836842
711599,18476981
711599,9376702
711599,16062152
711599,18616278
711599,526316
711599,10016242
711599,7130232
18314164,535553
18314164,18495240
18314164,21533726
18314164,1728035
18314164,7151442
18314164,16477792
18314164,11625832
18314164,18837102
18314164,6190702
18314164,7130232
18314164,22437242
18314164,24906881
18314164,23398017
18314164,1187715
18314164,16487812
18314164,7138452
18314164,10016162
18314164,21837219
18314164,20493986
18314164,7836842
18314164,18589616
18314164,17467312
18314164,16447162
18314164,9376702
18314164,10178242
18314164,14546632
18314164,25471951
18314164,18616278
18314164,22197221
18314164,526316
18314164,18361585
18314164,10016242
18314164,47094
18314164,15297782
18314164,19654655
9376702,535553
9376702,19194894
9376702,21533726
9376702,2556962
9376702,1728035
9376702,6641192
9376702,22817838
9376702,18855476
9376702,18955830
9376702,16477792
9376702,18837102
9376702,15552112
9376702,7130232
9376702,929402
9376702,23398017
9376702,7138452
9376702,20493986
9376702,18801828
9376702,20186791
9376702,7836842
9376702,1324203
9376702,16447162
9376702,10178242
9376702,16062152
9376702,14546632
9376702,14649032
9376702,4705492
9376702,18361585
9376702,15297782
9376702,18556157
9376702,18562307
9376702,19728145
9376702,8908602
9376702,23353167
9376702,7151442
9376702,1371991
9376702,18779992
9376702,11625832
9376702,3173762
9376702,1187715
9376702,16487812
9376702,21837219
9376702,17467312
9376702,18589616
9376702,16067522
9376702,18616278
9376702,17872862
9376702,22197221
9376702,19443174
9376702,526316
9376702,10016242
23595967,18798102
23595967,17487002
23595967,788001
23595967,24850344
23595967,1324203
23595967,1029550
23595967,18955830
23595967,19049542
23595967,4705492
23595967,1576921
23595967,23515107
23595967,22197221
23595967,526316
23595967,2496252
25326528,1763190
16067522,535553
16067522,18562307
16067522,19728145
16067522,1728035
16067522,18425641
16067522,22817838
16067522,18855476
16067522,11294262
16067522,18955830
16067522,7700282
16067522,8908602
16067522,19964997
16067522,14380872
16067522,21245809
16067522,7130232
16067522,1187715
16067522,16487812
16067522,1492619
16067522,19822479
16067522,19713173
16067522,17487002
16067522,18801828
16067522,20186791
16067522,1324203
16067522,16447162
16067522,10178242
16067522,2542802
16067522,4705492
16067522,1576921
16067522,526316
16067522,1642477
16067522,10016242
24431556,19728145
24431556,22197221
24431556,18955830
25717708,19262745
22985677,339011
22985677,16487812
22985677,19728145
22985677,11625832
22985677,1697586
22985677,18361585
22985677,19654655
25471951,47094
24675279,21933145
24675279,22422502
24675279,1324203
24675279,18955830
24675279,3636792
18944977,339011
18944977,14380872
18944977,18425641
18944977,255854
18944977,18955830
18944977,15297782
6284242,535553
6284242,19728145
6284242,1451826
6284242,339011
6284242,19064659
6284242,1371991
6284242,11625832
6284242,6190702
6284242,929402
6284242,1473660
6284242,24906881
6284242,1187715
6284242,16487812
6284242,21755271
6284242,17487002
6284242,17467312
6284242,1578685
6284242,1349592
6284242,1642477
6284242,18361585
6284242,18256892
1498076,18562307
1498076,19416348
1498076,18425641
1498076,18955830
1498076,11294262
1498076,7700282
1498076,19964997
1498076,1371991
1498076,25857366
1498076,6190702
1498076,1187715
1498076,1492619
1498076,19713173
1498076,26090658
1498076,20583850
1498076,4705492
1498076,18616278
1498076,22197221
1498076,22736876
1498076,24693747
20124638,4705492
22197221,18798102
22197221,6641192
22197221,18955830
22197221,339011
22197221,19049542
22197221,1457232
22197221,6190702
22197221,15552112
22197221,929402
22197221,19713173
22197221,20493986
22197221,20186791
22197221,7836842
22197221,1324203
22197221,16062152
22197221,25681644
22197221,18361585
22197221,15297782
22197221,2496252
22197221,18562307
22197221,18495240
22197221,19728145
22197221,25857366
22197221,1371991
22197221,11625832
22197221,1763190
22197221,1187715
22197221,16487812
22197221,24803205
22197221,23674770
22197221,18923420
22197221,22730657
22197221,24850344
22197221,20336043
22197221,23723436
22197221,18314669
22197221,18589616
22197221,1349592
22197221,1576921
22197221,18573279
22197221,23515107
22197221,20807142
22197221,526316
22197221,1642477
22197221,25587693
22197221,10016242
22197221,24693747
22197221,18414590
22422502,710272
22422502,1187715
22422502,19728145
22422502,191516
22422502,20186791
22422502,6641192
22422502,1324203
22422502,18955830
22422502,3636792
22422502,7700282
22422502,14649032
22422502,21933145
22422502,1576921
22422502,23053409
22422502,22130047
1780720,10032122
1780720,18974119
24693747,1187715
24693747,18562307
24693747,24803205
24693747,19728145
24693747,19713173
24693747,18314669
24693747,18955830
24693747,7700282
24693747,339011
24693747,7699922
24693747,25857366
24693747,1371991
24693747,1349592
24693747,1642477
24693747,6190702
5327862,6121452
5327862,1473660
5327862,1578685
10032122,18974119
10032122,18476981
10032122,19262745
18256892,18798102
18256892,19416348
18256892,788001
18256892,6641192
18256892,18955830
18256892,7700282
18256892,19964997
18256892,1371991
18256892,1187715
18256892,1492619
18256892,19687074
18256892,21338021
18256892,1324203
18256892,23723436
18256892,10178242
18256892,4705492
18256892,1349592
18256892,1576921
18256892,19908083
18414590,22422793
18414590,19728145
18414590,23499806
18414590,18955830
18414590,7700282
18414590,339011
18414590,19964997
18414590,1457232
18414590,1371991
18414590,710272
18414590,1187715
18414590,1492619
18414590,19713173
18414590,20493986
18414590,18589616
18414590,10178242
18414590,18556100
18414590,16062152
18414590,4705492
18414590,19443174
18414590,526316
18414590,15297782
18414590,18556157
535553,19194894
535553,1728035
535553,6641192
535553,22817838
535553,17686062
535553,18855476
535553,16477792
535553,18837102
535553,7130232
535553,20186791
535553,7836842
535553,16447162
535553,10178242
535553,14546632
535553,16062152
535553,18361585
535553,15297782
535553,12588802
535553,19728145
535553,8908602
535553,7151442
535553,20135762
535553,18779992
535553,11625832
535553,3173762
535553,1187715
535553,16487812
535553,21837219
535553,18314669
535553,17467312
535553,18589616
535553,18616278
535553,17872862
535553,10016242
535553,19654655
998413,1578685
998413,929402
19194894,21533726
19194894,2556962
19194894,1728035
19194894,11294262
19194894,22023226
19194894,19964997
19194894,7151442
19194894,18677333
19194894,22021463
19194894,18779992
19194894,16477792
19194894,11625832
19194894,7130232
19194894,16487812
19194894,19033734
19194894,14396812
19194894,21837219
19194894,18801828
19194894,7836842
19194894,17467312
19194894,18589616
19194894,16447162
19194894,21989057
19194894,10178242
19194894,16062152
19194894,4705492
19194894,18616278
19194894,17872862
19194894,10016242
19194894,15297782
19194894,18556157
191516,23674770
191516,17487002
191516,788001
191516,22730657
191516,20186791
191516,6641192
191516,7836842
191516,1324203
191516,18955830
191516,339011
191516,1371991
191516,25587693
4631582,6641192
21533726,19262745
21533726,2556962
21533726,1728035
21533726,22817838
21533726,18855476
21533726,7151442
21533726,18779992
21533726,16477792
21533726,11625832
21533726,7130232
21533726,24906881
21533726,3173762
21533726,16487812
21533726,21837219
21533726,20041384
21533726,7836842
21533726,18589616
21533726,17467312
21533726,10178242
21533726,14649032
21533726,18616278
21533726,18882523
21533726,18361585
21533726,10016242
21533726,2237681
21533726,15297782
21533726,19654655
23499806,19964997
23499806,22422793
23499806,23515107
23499806,19443174
2556962,18562307
2556962,18495240
2556962,19728145
2556962,19333013
2556962,21837219
2556962,339011
2556962,1349592
2556962,16477792
2556962,19443174
2556962,929402
2556962,1473660
19528743,18562307
19528743,1492619
19528743,19728145
19528743,19713173
19528743,9307682
19528743,10016162
19528743,18425641
19528743,20583850
19528743,22023226
19528743,7700282
19528743,2542802
19528743,4705492
19528743,929402
19528743,22130047
20583464,710272
20583464,19728145
20583464,1324203
20583464,22023226
20583464,22130047
22817838,12588802
22817838,19728145
22817838,1728035
22817838,18955830
22817838,11294262
22817838,7151442
22817838,16477792
22817838,11625832
22817838,7130232
22817838,3173762
22817838,16487812
22817838,21837219
22817838,7836842
22817838,18589616
22817838,16447162
22817838,18180033
22817838,10178242
22817838,16062152
22817838,18616278
22817838,526316
22817838,18361585
22817838,10016242
22817838,15297782
22023226,19728145
22023226,19416348
22023226,9307682
22023226,1728035
22023226,11294262
22023226,7700282
22023226,19964997
22023226,14380872
22023226,22021463
22023226,7130232
22023226,16487812
22023226,19033734
22023226,1492619
22023226,18801828
22023226,20583850
22023226,1324203
22023226,21989057
22023226,4705492
22023226,18616278
22023226,204767
22023226,10016242
22023226,18556157
18592827,19262745
18592827,15552112
18592827,18468466
18549827,1349592
18549827,11294262
339011,19049542
339011,1473660
339011,24906881
339011,1240194
339011,7138452
339011,19713173
339011,17487002
339011,1324203
339011,4705492
339011,18361585
339011,22193397
339011,15297782
339011,18562307
339011,19416348
339011,11625832
339011,18517376
339011,16487812
339011,20336043
339011,18314669
339011,20807142
339011,10016242
339011,788001
339011,2520612
339011,6641192
339011,18955830
339011,11294262
339011,16477792
339011,6190702
339011,15552112
339011,929402
339011,710272
339011,23398017
339011,20493986
339011,20186791
339011,19828398
339011,16062152
339011,22468329
339011,25681644
339011,18495240
339011,19728145
339011,26091301
339011,1697586
339011,1451826
339011,1371991
339011,20129636
339011,1763190
339011,1187715
339011,24803205
339011,22730657
339011,18589616
339011,18476981
339011,18180033
339011,13635532
339011,18616278
339011,1349592
339011,1576921
339011,18882523
339011,17872862
339011,18573279
339011,526316
339011,1642477
339011,19654655
19964997,18562307
19964997,22422793
19964997,19728145
19964997,19416348
19964997,2520612
19964997,18425641
19964997,11294262
19964997,7700282
19964997,19049542
19964997,14380872
19964997,1492619
19964997,19822479
19964997,23984060
19964997,4705492
19964997,18616278
19964997,204767
19964997,20807142
19964997,22736876
19964997,526316
19964997,15297782
19049542,19728145
19049542,788001
19049542,1728035
19049542,6641192
19049542,18425641
19049542,18955830
19049542,1371991
19049542,6190702
19049542,1763190
19049542,710272
19049542,1187715
19049542,19713173
19049542,25934999
19049542,20186791
19049542,24850344
19049542,1324203
19049542,1576921
19049542,23515107
19049542,526316
19049542,18361585
19049542,2496252
1457232,18562307
1457232,19728145
1457232,6641192
1457232,18955830
1457232,20757821
1457232,1371991
1457232,6190702
1457232,929402
1457232,1240194
1457232,1187715
1457232,19713173
1457232,18923420
1457232,7836842
1457232,7699922
1457232,526316
1457232,1642477
1457232,19828207
1457232,10016242
21933145,1187715
21933145,22730657
21933145,21338021
21933145,1324203
21957723,18801828
21957723,15297782
23053409,16487812
23053409,18495240
23053409,11625832
23053409,10016242
23053409,47094
23053409,23573879
23053409,929402
23053409,22130047
20440175,19416348
20440175,526316
20440175,7700282
21134448,23353167
7130232,1728035
7130232,6641192
7130232,18855476
7130232,16477792
7130232,6190702
7130232,18837102
7130232,25076888
7130232,20186791
7130232,7836842
7130232,16447162
7130232,10178242
7130232,18556100
7130232,16062152
7130232,14546632
7130232,14649032
7130232,18361585
7130232,15297782
7130232,12588802
7130232,19728145
7130232,19262745
7130232,18425641
7130232,7700282
7130232,8908602
7130232,7151442
7130232,22021463
7130232,18779992
7130232,11625832
7130232,3173762
7130232,1187715
7130232,16487812
7130232,21837219
7130232,23594916
7130232,17467312
7130232,18589616
7130232,18616278
7130232,17872862
7130232,204767
7130232,19443174
7130232,22736876
7130232,10016242
7130232,47094
7130232,19654655
1473660,18495240
1473660,19728145
1473660,18955830
1473660,19064659
1473660,1371991
1473660,929402
1473660,1187715
1473660,18589616
1473660,1349592
1473660,1642477
1473660,47094
24906881,19728145
24906881,6641192
24906881,18779992
